Text,Character,Affiliation,Episode,EpisodeName,Season
"[Ygritte dies. The battle rages on as Jon holds Ygritte's dead body. On the other side, Rayder's troops are climbing the wall]",,,9,The Watchers on the Wall,4
[A massive scythe drops down on the men],,,9,The Watchers on the Wall,4
[Rayder's troops retreat],,,9,The Watchers on the Wall,4
[The Night's Watch cheers in excitement],,,9,The Watchers on the Wall,4
"[Inside Castle Black's walls Tormund is still alive, swinging his sword with two arrows in his back]",,,9,The Watchers on the Wall,4
[Jon grabs a crossbow and shoots Tormund in the leg then kicks away his weapon],,,9,The Watchers on the Wall,4
[Gilly hears someone entering her room. She grabs a leg of meat as a weapon and rushes the door],,,9,The Watchers on the Wall,4
[Sam turns around and sees Janos. Outside the Night's Watch clean up after the battle. Sam and Jon descend the stairs],,,9,The Watchers on the Wall,4
"[Jon stands there for a second as he and Sam look at each other, then he walks off, Sam scampering after him. They walk down the tunnel toward the gate. The giant and Grenn and his men are dead on the ground]",,,9,The Watchers on the Wall,4
[Sam waves his torch to signal the raising of the gate. Jon removes his sword],,,9,The Watchers on the Wall,4
[The gate raises and Jon walks through it],,,9,The Watchers on the Wall,4
A man walks by each of the tents.,,,9,The Dance of Dragons,5
INT. MELISANDRE’S TENT,,,9,The Dance of Dragons,5
Melisandre stares into the fire. She exits the tent.,,,9,The Dance of Dragons,5
"Melisandre surveys the camp. In the distance, a tent catches on fire. Men start screaming and rushing out of their tents. A burning horse runs by Melisandre.",,,9,The Dance of Dragons,5
Stannis looks to Melisandre and Selyse. Davos follows his gaze then looks back.,,,9,The Dance of Dragons,5
Stannis walks over to Melisandre.,,,9,The Dance of Dragons,5
EXT. THE WALL,,,9,The Dance of Dragons,5
"The Hardhome survivors, led by Jon, Tormund, Tollett, and Wun-Wun, approach the wall. Alliser looks down at the group. Jon steps forward, Alliser stares for a moment, then--",,,9,The Dance of Dragons,5
The lower gate is lifted.,,,9,The Dance of Dragons,5
EXT. CASTLE BLACK,,,9,The Dance of Dragons,5
The Hardhome Wildlings are being escorted through Castle Black.,,,9,The Dance of Dragons,5
"Cut to many men of the Night’s Watch glaring at Jon, then Olly who exchanges a long look with Jon from the top of the stairs. Alliser walks down the steps to Jon.",,,9,The Dance of Dragons,5
INT. STANNIS’ TENT,,,9,The Dance of Dragons,5
Stannis is studying his chessboard. There are 2 Baratheon pieces next to a sword and opposed to 2 Bolton pieces. Davos enters the tent.,,,9,The Dance of Dragons,5
EXT. STANNIS’ CAMP,,,9,The Dance of Dragons,5
"The men are shivering, waiting in line for food. Davos walks by.",,,9,The Dance of Dragons,5
INT. SHIREEN’S TENT,,,9,The Dance of Dragons,5
Shireen is reading one of her books. Davos enters.,,,9,The Dance of Dragons,5
Davos and Shireen share a laugh.,,,9,The Dance of Dragons,5
Davos hands her a stag carved out of wood.,,,9,The Dance of Dragons,5
Shireen kisses him on the cheek.,,,9,The Dance of Dragons,5
Davos kisses Shireen on her forehead then leaves. Shireen looks over the stag.,,,9,The Dance of Dragons,5
Jaime is escorted by Areo to Doran’s room.,,,9,The Dance of Dragons,5
Jaime looks at Ellaria.,,,9,The Dance of Dragons,5
Doran looks at Ellaria. A servant sets down food and drink before Jaime.,,,9,The Dance of Dragons,5
Everyone drinks. Ellaria dumps her cup out on the floor and looks at Doran.,,,9,The Dance of Dragons,5
Ellaria gets up and walks to Doran.,,,9,The Dance of Dragons,5
Ellaria tries to leave the room. Doran grabs her wrist.,,,9,The Dance of Dragons,5
Doran lets go. Ellaria leaves the room.,,,9,The Dance of Dragons,5
Jaime looks to Trystane. Trystane considers.,,,9,The Dance of Dragons,5
Bronn is laying on the ground in his cell. Tyene and Nymeria are playing a game where one tries to slap the other’s hand before they pull their hands away. Nymeria slaps Tyene.,,,9,The Dance of Dragons,5
Nymeria slaps at Tyene and Tyene gets out of the way in time.,,,9,The Dance of Dragons,5
Nymeria sticks her hands out and blows a kiss to Tyene. Tyene slaps her across the face then blows one back. They get in fighting stances as the guards arrive. They take Bronn out of his cell.,,,9,The Dance of Dragons,5
Bronn starts leaving the prison.,,,9,The Dance of Dragons,5
Tyene laughs.,,,9,The Dance of Dragons,5
Areo escorts Bronn into Doran’s room.,,,9,The Dance of Dragons,5
"Jaime nods to Areo. Areo elbows Bronn in the jaw, knocking him to the ground.",,,9,The Dance of Dragons,5
Arya pushes her oyster cart through the street.,,,9,The Dance of Dragons,5
Two shady looking men approach her.,,,9,The Dance of Dragons,5
"They laugh and walk away. Arya looks down the street and sees the Thin Man, looking over another sailor’s application.",,,9,The Dance of Dragons,5
"Arya stops her cart, inspects the vile Jaqen gave to her, and tucks it back in her pouch. She starts pushing the cart again and makes eye contact with the Thin Man.",,,9,The Dance of Dragons,5
Arya stares off into the distance.,,,9,The Dance of Dragons,5
"Arya looks to the dock, and sees Meryn Trant and Mace Tyrell being helped off the boat. A Iron Banker approaches him and Arya starts walking away from the Thin Man and towards them.",,,9,The Dance of Dragons,5
"Arya studies the group, focuses in on Meryn, and begins following them with her cart.",,,9,The Dance of Dragons,5
Meryn and Arya exchange quick looks at each other.,,,9,The Dance of Dragons,5
Mace gestures to the Iron Bank and the camera cuts to it.,,,9,The Dance of Dragons,5
"Arya is waiting on the steps of the building opposite the bank, eating her oysters. The men start walking out of the Bank.",,,9,The Dance of Dragons,5
Meryn Trant and his men walk through the doorway.,,,9,The Dance of Dragons,5
They arrive at a door.,,,9,The Dance of Dragons,5
They enter the brothel. Arya pulls up to the doorway with her cart and sees the men entering.,,,9,The Dance of Dragons,5
INT. BROTHEL,,,9,The Dance of Dragons,5
Arya walks through the door with a tray of oysters. The brothel keeper stops her.,,,9,The Dance of Dragons,5
The brothel keeper gestures nods for Arya to go on. She walks to the prostitute and the man she’s with.,,,9,The Dance of Dragons,5
Arya begins cutting an oyster open.,,,9,The Dance of Dragons,5
The man places a silver on her tray in exchange for the oysters. Arya turns and sees Trant’s men being taken to a back room.,,,9,The Dance of Dragons,5
Arya enters the room and peers through a divider to see a prostitute posing for Meryn.,,,9,The Dance of Dragons,5
Brea poses for Meryn.,,,9,The Dance of Dragons,5
"A younger, 20-something prostitute poses for Meryn.",,,9,The Dance of Dragons,5
The people in the room share uneasy glances as they realize what he’s asking for.,,,9,The Dance of Dragons,5
One of Trant’s men crosses to the other side of the divider and confronts Arya.,,,9,The Dance of Dragons,5
The man drags her into the room.,,,9,The Dance of Dragons,5
Meryn stares at Arya.,,,9,The Dance of Dragons,5
The head prostitute brings in a child.,,,9,The Dance of Dragons,5
The head prostitute hands Meryn an hourglass. He hands it back.,,,9,The Dance of Dragons,5
He leads the girl towards a bedroom.,,,9,The Dance of Dragons,5
The head prostitute realizes Arya is still standing there.,,,9,The Dance of Dragons,5
"Arya leaves the room, but takes one last glance at where Meryn is taking the girl.",,,9,The Dance of Dragons,5
INT. HOUSE OF BLACK AND WHITE,,,9,The Dance of Dragons,5
Jaqen kneels next to a man at the fountain of the center of the room and offers him a drink from the fountain.,,,9,The Dance of Dragons,5
The man takes a drink. Arya approaches Jaqen.,,,9,The Dance of Dragons,5
"The man drops to the ground, creating a thud off-screen.",,,9,The Dance of Dragons,5
Arya walks towards the man who is now collapsed on the ground.,,,9,The Dance of Dragons,5
Doran is addressing Ellaria with Areo standing guard next to the three Sand Snakes.,,,9,The Dance of Dragons,5
"She kneels and kisses his ring, crying. Nymeria and Obara look disgusted, Tyene’s face reveals less.",,,9,The Dance of Dragons,5
Jaime is writing a letter in his former cell that is now unlocked. Ellaria enters.,,,9,The Dance of Dragons,5
Jaime looks up from his writing at Ellaria.,,,9,The Dance of Dragons,5
"Ellaria pauses, taking a walks around the room.",,,9,The Dance of Dragons,5
Ellaria exits the room.,,,9,The Dance of Dragons,5
INT. SHIREEN’S TENT,,,9,The Dance of Dragons,5
Shireen plays with her stag figurine next to a fire and on top of her book. Stannis enters the tent.,,,9,The Dance of Dragons,5
They hug.,,,9,The Dance of Dragons,5
EXT. STANNIS’ CAMP,,,9,The Dance of Dragons,5
"Shireen is flanked by guards as she walks towards a pyre, clutching the stag Davos gave her. When she arrives at the pyre Melisandre steps to the front.",,,9,The Dance of Dragons,5
The men drag her to the pyre and tie her up.,,,9,The Dance of Dragons,5
Stannis watches on from the crowd.,,,9,The Dance of Dragons,5
"Melisandre lights the pyre. Selyse runs towards the pyre and is stopped by Stannis’ men. Shireen burns as Melisandre, Selyse, and Stannis look on, Melisandre pleased, Selyse horrified, and Stannis conflicted.",,,9,The Dance of Dragons,5
"Daenerys sits next to Missandei at the top of the pit, with an open seat between her and Tyrion at the end, and Daario standing behind them. Hizdahr takes the open seat.",,,9,The Dance of Dragons,5
Camera pans through the fighting pit to reveal it is covered with House Targaryen sigils. An announcer steps to the middle of the pit and waves his arm to silence the crowd.,,,9,The Dance of Dragons,5
They stand waiting in front of her. The crowd is silent.,,,9,The Dance of Dragons,5
"Daenerys looks down at the two men. After a moment, and with a look of disgust on her face, she claps her hands. The crowd roars and they start fighting. After some parries, the Quick man slices at the Strong man’s neck.",,,9,The Dance of Dragons,5
Hizdahr is silent.,,,9,The Dance of Dragons,5
The Strong man decapitates the Quick man with one quick stroke. Hizdahr smiles and Daario looks turns away angrily. Tyrion says nothing.,,,9,The Dance of Dragons,5
"Cut to pit workers carrying the decapitated head out of the pit, leaving a trail of blood behind.",,,9,The Dance of Dragons,5
The crowd applauds.,,,9,The Dance of Dragons,5
Crowd jeers.,,,9,The Dance of Dragons,5
Daenerys stares at Jorah. They both hold back emotion.,,,9,The Dance of Dragons,5
"Daenerys claps. Jorah nods. They begin fighting, with Daenerys’ eyes following Jorah. He takes a blow to the mouth, is knocked down and starts bleeding. He gets up, has his sword knocked away, and pulls out a dagger. He wrestles with the man trying to choke him, throws him off, then stabs him in the chest. He pulls the dagger out, looking at Daenerys, throws it away, and picks up his longsword.",,,9,The Dance of Dragons,5
"Jorah squares off against a flashy fighter that just brutally stabbed another fighter through the back. He slices Jorah in the cheek. The other two fighters square off, with a heavily armored fighter wielding a spear killing his opponent. The crowd cheers.",,,9,The Dance of Dragons,5
"Jorah’s opponent slices Jorah’s arm then knocks him over, knocking his sword out of his hand. He holds his blade to Jorah’s throat. Both he and Jorah look to Daenerys.",,,9,The Dance of Dragons,5
"The fighter holds his blade to Jorah’s throat. He is about to make a move when the other fighter comes over and stabs Jorah’s opponent in the back, killing him. Jorah gets up and faces the final opponent. Jorah matches the spearman, is knocked over, but catches the spear before it reaches his throat. He gets back up and the two face off again. Jorah spins, somersaults, and stabs him through the stomach, killing him. He looks up to Daenerys.",,,9,The Dance of Dragons,5
Jorah reaches for his opponent’s spear. He picks it up and hurls it towards Daenerys’ seat. Daario rushes to protect Daenerys and everyone else gets out of the way. It connects with a Son of the Harpy.,,,9,The Dance of Dragons,5
